Language,Phonemes
Koyaga,"['b', 'c', 'd', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 'v', 'w', 'w̃', 'z', 'ŋ', 'ŋm', 'ɟ', 'ɡ', 'ɡb', 'ɣ', 'ɦ', 'ɲ', 'ʃ', 'ʒ', '˦', '˨˦', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Cwaya,"['b', 'c', 'd̪', 'f', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't̪', 'v', 'w', 'x', 'ð', 'ŋ', 'ɗ', 'ɟ', 'ɡ', 'ɲ', 'ɽ', 'ʃ', 'ʈ', '˦', '˦˨', '˨', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ə', 'ɛ', 'ɪ', 'ʊ']"
Tiba,"['b', 'd', 'd̠ʒ', 'f', 'k', 'km', 'kp', 'l', 'm', 'n', 'p', 's', 't', 'v', 'w', 'ɓ', 'ɗ', 'ɟ', 'ɡ', 'ɡb', 'ɡm', 'ⱱ', '˦', '˧', '˨', 'a', 'e', 'i', 'o', 'u', 'y', 'œ', 'ɔ', 'ɛ']"
Kwanyama,"['d', 'd̠ʒ', 'f', 'fʲ', 'j', 'k', 'l', 'lʲ', 'm', 'mb', 'm̥', 'n', 'nd', 'ndʲ', 'n̠d̠ʒ', 'n̥', 'p', 't', 'v', 'w', 'x', 'ŋɡ', 'ŋ̥', 'ɲ', 'ʃ', 'ʒ', '˦', '˨', 'a', 'i', 'u', 'ɔ', 'ɛ']"
Mbalanhu,"['f', 'h', 'k', 'l', 'lʲ', 'm', 'mb', 'm̥', 'n', 'nd', 'n̠d̠ʒ', 'n̥', 'p', 's', 't', 'v', 'w', 'z', 'ŋɡ', 'ŋ̥', 'ɲ', 'ɲ̥', 'ʃ', '˦', '˨', 'a', 'i', 'u', 'y', 'ɔ', 'ɛ']"
Kwambi,"['h', 'k', 'm', 'mb', 'm̥p', 'n', 'nd', 'n̠d̠ʒ', 'n̥', 'p', 'r', 'rʲ', 's', 't', 'ts', 't̠ʃ', 'v', 'w', 'x', 'z', 'ð', 'ŋk', 'ŋɡ', 'ɣ', 'ɱv', 'ɲ', 'ɲʒ', 'ʃ', 'θ', '˦', '˨', 'a', 'i', 'u', 'y', 'ɔ', 'ɛ']"
Ngandjera,"['j', 'k', 'l', 'lʲ', 'm', 'mb', 'm̥', 'n', 'nd', 'ndʲ', 'n̠d̠ʒ', 'n̥', 'p', 's', 't', 'ts', 't̠ʃ', 'v', 'w', 'z', 'ð', 'ŋɡ', 'ŋ̥', 'ɣ', 'ɲ', 'ɲʒ', 'ɲ̥', 'ʃ', 'ʒ', 'θ', '˦', '˨', 'a', 'i', 'u', 'ɔ', 'ɛ']"
Ndonga (Kwaluudhi),"['j', 'k', 'l', 'lʲ', 'm', 'mb', 'm̥', 'n', 'nd', 'ndʲ', 'n̠d̠ʒ', 'n̥', 'p', 's', 't', 'ts', 't̠ʃ', 'v', 'w', 'z', 'ð', 'ŋ', 'ŋɡ', 'ɣ', 'ɲ', 'ɲ̥', 'ʃ', 'ʒ', 'θ', '˦', '˨', 'a', 'i', 'u', 'ɔ', 'ɛ']"
Ndonga (Kolonkadhi),"['dʲ', 'j', 'k', 'l', 'm', 'mb', 'm̥', 'n', 'nd', 'ndʲ', 'n̠d̠ʒ', 'n̥', 'p', 's', 't', 'ts', 't̠ʃ', 'v', 'w', 'z', 'ð', 'ŋ', 'ŋɡ', 'ɣ', 'ɲ', 'ɲ̥', 'ʃ', 'ʒ', 'θ', '˦', '˨', 'a', 'i', 'u', 'ɔ', 'ɛ']"
Ndonga (Eunda),"['dʲ', 'j', 'k', 'l', 'm', 'mb', 'm̥ʰ', 'n', 'nd', 'ndʲ', 'n̠d̠ʒ', 'n̥', 'p', 's', 't', 'ts', 't̠ʃ', 'v', 'w', 'z', 'ð', 'ŋ', 'ŋɡ', 'ɣ', 'ɲ', 'ɲʒ', 'ɲ̥', 'ʃ', 'θ', '˦', '˨', 'a', 'i', 'u', 'ɔ', 'ɛ']"
Beria,"['b', 'c', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 'w', 'ŋ', 'ɟ', 'ɡ', 'ɲ', 'ʃ', 'ʔ', '˦', '˧', '˨', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ', 'ɪ', 'ʊ']"
Zway,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'q', 'r', 's', 't', 'tˀ', 't̠ʃˀ', 'w', 'z', 'ɡ', 'ɲ', 'ʃ', 'ʒ', 'ʔ', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ə', 'əː', 'ɨ', 'ɨː']"
Leke,"['b', 'd', 'f', 'j', 'k', 'kp', 'm', 'n', 'p', 's', 't', 'v', 'w', 'z', 'ɡ', 'ɡb', '˦', '˨', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɛ']"
"Bobo, North","['b', 'd̪', 'f', 'h', 'j', 'k', 'kp', 'l̪', 'm', 'n̪', 'p', 'r̪', 't̪', 'w', 'ŋ', 'ŋʷ', 'ɟ', 'ɡ', 'ɡb', 'ɣ', 'ɲ', '˦', '˧', '˨', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɔ', 'ə', 'ɛ']"
Bena,"['b', 'd', 'f', 'h', 'j', 'kʰ', 'l', 'm', 'mb', 'n', 'nd', 'ns', 'pʰ', 's', 'ts', 'tʰ', 'v', 'w', 'ŋ', 'ŋɡ', 'ɡ', 'ɲ', '˦', '˨', 'a', 'aː', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɛ']"
"Kpelle, North","['b', 'd', 'dz', 'h', 'hv', 'j', 'k', 'kp', 'kʷ', 'l', 'm', 'n', 'p', 't', 'v', 'w', 'ŋ', 'ŋʷ', 'ɓ', 'ɡ', 'ɡb', 'ɡʷ', 'ɣ', 'ɲ', '˦', '˧', '˨', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Kakabe,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'nd', 'n̠d̠ʒ', 'p', 'r', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ɡ', 'ɡb', 'ɲ', '˦', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɔ', 'ɔː', 'ɛ', 'ɛː']"
Looma,"['b', 'd', 'f', 'j', 'kp', 'kʰ', 'l', 'm', 'n', 'pʰ', 's', 'tʰ', 'v', 'w', 'z', 'ŋ', 'ɓ', 'ɡ', 'ɡb', 'ɣ', 'ʋ', '˦', '˨', 'a', 'aː', 'ã', 'ãː', 'e', 'eː', 'ẽ', 'ẽː', 'i', 'iː', 'ĩ', 'ĩː', 'o', 'oː', 'õ', 'õː', 'u', 'uː', 'ũ', 'ũː', 'ɔ', 'ɔː', 'ɔ̃', 'ɔ̃ː', 'ɛ', 'ɛː', 'ɛ̃', 'ɛ̃ː']"
Mano,"['b', 'd', 'f', 'j', 'kp', 'kɡ', 'kʷ', 'l', 'm', 'n', 'p', 's', 't', 'v', 'w', 'z', 'ŋ', 'ŋʷ', 'ɓ', 'ɡb', 'ɡʷ', 'ɲ', '˦', '˧', '˨', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Kyanga,"['b', 'd', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 'v', 'w', 'z', 'ŋ', 'ɡ', 'ɡb', 'ɲ', 'ʔ', '˦', '˧', '˨', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Shanga,"['b', 'd', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 'v', 'w', 'z', 'ŋ', 'ɡ', 'ɡb', 'ɲ', 'ʔ', '˦', '˧', '˨', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Abure,"['b', 'c', 'd', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 'v', 'w', 'ŋ', 'ɟ', 'ɡb', 'ɲ', '˦', '˦˨', '˨', '˨˦', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɛ', 'ɪ', 'ɪ̃', 'ʊ', 'ʊ̃']"
Bankon,"['bʷ', 'd', 'd̠ʒ', 'f', 'j', 'k', 'kp', 'kʷ', 'l', 'm', 'mbʷ', 'mʷ', 'n', 'nd', 'n̠d̠ʒ', 'p', 'r', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ŋɡ', 'ŋɡʷ', 'ɓ', 'ɲ', '˦', '˦˨', '˨', '˨˦', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
Efutu,"['b', 'd', 'dʑ', 'dʑᶣ', 'dᶣ', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 'ts', 'tɕ', 'tɕᶣ', 'w', 'ŋ', 'ŋʷ', 'ɕ', 'ɡ', 'ɥ', 'ɱ', 'ɲ', 'ɲᶣ', 'ʑ', 'ʔ', '˦', '˨', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɑ', 'ɑ̃', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃', 'ɪ', 'ɪ̃', 'ʊ', 'ʊ̃']"
Aghem,"['b', 'bv', 'd', 'dz', 'd̠ʒ', 'f', 'j', 'kp', 'kʰ', 'l', 'm', 'n', 'pf', 'pʰ', 'ts', 'tʰ', 't̠ʃ', 'v', 'w', 'ŋ', 'ŋm', 'ɡ', 'ɡb', 'ɣ', 'ɲ', 'ʃ', 'ʒ', 'ʔ', '˦', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɒ', 'ɒː', 'ɔ', 'ɔː', 'ɛ', 'ɛː', 'ɪ', 'ɪː', 'ʊ']"
Arbore,"['b', 'bː', 'd̠ʒ', 'd̠ʒː', 'd̪', 'd̪ː', 'f', 'fː', 'h', 'j', 'jː', 'kʰ', 'kʰː', 'kʼ', 'kʼː', 'l', 'lː', 'm', 'mː', 'n', 'nː', 'pʰ', 's', 'sː', 't̠ʃʰ', 't̠ʃʰː', 't̠ʃʼ', 't̠ʃʼː', 't̪ʰ', 't̪ʰː', 't̪ʼ', 't̪ʼː', 'w', 'wː', 'z', 'zː', 'ŋ', 'ɓ̥', 'ɓ̥ː', 'ɗ', 'ɗː', 'ɡ', 'ɡː', 'ɲ', 'ɲː', 'ɾ', 'ɾː', 'ʃ', 'ʔ', 'a', 'aː', 'i̞', 'i̞ː', 'u̞', 'u̞ː', 'ɔ̝', 'ɔ̝ː', 'ɛ̝', 'ɛ̝ː']"
"Aizi, Tiagba","['b', 'c', 'd', 'f', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 'v', 'w', 'z', 'ŋ', 'ɓ', 'ɟ', 'ɡ', 'ɡb', 'ɲ', 'ʃ', 'ʒ', 'a', 'e', 'i', 'o', 'ɔ', 'ɛ', 'ɪ', 'ʊ']"
Alladian,"['b', 'c', 'd', 'f', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 'v', 'w', 'z', 'ɟ', 'ɡ', 'ɡb', 'ɥ', 'ɲ', 'ʃ', 'ʒ', '˦', '˨', 'a', 'ã', 'e', 'ẽ', 'i', 'o', 'õ', 'u', 'ɔ', 'ɛ', 'ɪ']"
Tinɔr,"['b', 'c', 'd', 'f', 'h', 'j', 'k', 'kp', 'm', 'n', 'p', 'r', 's', 't', 'w', 'z', 'ŋ', 'ɟ', 'ɡ', 'ɡb', 'ɣ', 'ɲ', 'ɽ', 'ʃ', '˦', '˧', '˨', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ', 'ɪ', 'ʊ']"
Shindazidja,"['b', 'dz', 'd̠ʒ', 'd̪', 'f', 'h', 'j', 'k', 'l', 'm', 'mb', 'mɓ', 'n', 'nd', 'ndz', 'nt', 'nts', 'nɗ', 'n̠d̠ʒ', 'n̠t̠ʃ', 'p', 'r', 's', 'ts', 't̠ʃ', 't̪', 'v', 'w', 'z', 'ŋk', 'ŋɡ', 'ɓ', 'ɖ', 'ɗ', 'ɡ', 'ɲ', 'ʃ', 'ʈ', 'ʒ', 'ʔ', 'β', '˦', '˨', 'a', 'e', 'i', 'o', 'u']"
Akpes,"['b', 'd', 'dz', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'r', 's', 't', 'ts', 'w', 'x', 'ŋ', 'ɡ', 'ɡb', 'ʃ', '˦', '˧', '˨', 'a', 'ã', 'e', 'i', 'o', 'u', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Iten,"['b', 'bʲ', 'd', 'dz', 'dzʷ', 'dʷ', 'dʷʲ', 'd̠ʒ', 'd̠ʒʷ', 'f', 'h', 'hʲ', 'hʷ', 'hʷʲ', 'j', 'jʷ', 'k', 'kp', 'kpʲ', 'kʲ', 'l', 'lʲ', 'lʷ', 'lʷʲ', 'm', 'mʷ', 'n', 'nʲ', 'nʷ', 'nʷʲ', 'p', 'pf', 'pʲ', 's', 't', 'ts', 'tsʷ', 'tʲ', 'tʷ', 't̠ʃ', 't̠ʃʷ', 'v', 'w', 'z', 'ŋ', 'ɡ', 'ɡb', 'ɡbʲ', 'ɡʲ', 'ɡʷ', 'ɡʷʲ', 'ɲ', 'ɸ', 'ɸʲ', 'ɾ', 'ɾʲ', 'ɾʷ', 'ɾʷʲ', 'ʃ', 'ʃʷ', 'ʒ', 'β', 'ⱱ', '˦', '˦˨', '˧', '˨', '˨˦', 'a', 'e', 'i', 'o', 'u', 'ɛ']"
West Kainji,"['b', 'bʲ', 'd', 'd̠ʒ', 'd̠ʒʷ', 'f', 'h', 'hʲ', 'j', 'k', 'kʲ', 'kʷ', 'm', 'mʲ', 'n', 'nʲ', 'p', 'pʲ', 'r', 'rʲ', 'rʷ', 's', 'sʷ', 't', 't̠ʃ', 't̠ʃʷ', 'v', 'vʲ', 'w', 'z', 'zʷ', 'ɡ', 'ɡʲ', 'ɡʷ', 'ʃ', 'ʔ', '˥˩', '˦', '˧', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɔ', 'ɔː', 'ɘ', 'ɘː', 'ɛ', 'ɛː']"
Idu,"['b', 'bv', 'bvʷ', 'c', 'd', 'dz', 'd̠ʒʷ', 'f', 'h', 'hʷ', 'j', 'k', 'kp', 'kʲ', 'l', 'm', 'mpf', 'n', 'nd', 'ndz', 'p', 'pf', 'r', 's', 't', 'ts', 'v', 'w', 'wʲ', 'x', 'xʷ', 'z', 'zʲ', 'ŋ', 'ŋmɡb', 'ŋɡ', 'ŋʷ', 'ɟ', 'ɡ', 'ɡb', 'ɡʷʲ', 'ɣ', 'ɣʷ', 'ɥ', 'ɽ', 'ʃ', 'ʒ', '˦', '˦˨', '˧', '˨', '˨˦', 'a', 'aː', 'ã', 'e', 'eː', 'ẽ', 'i', 'iː', 'ĩ', 'o', 'oː', 'õ', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃', 'ɛ', 'ɛː', 'ɛ̃', 'ɪ', 'ʊ']"
Rigwe,"['b', 'bʲ', 'c', 'cʲ', 'cʷ', 'd', 'd̠ʒ', 'd̠ʒʷ', 'f', 'fʲ', 'h', 'hʲ', 'j', 'jʷ', 'j̥ʷ', 'k', 'kp', 'kʷ', 'm', 'mʲ', 'mʷ', 'n', 'p', 'ps', 'pʲ', 'r', 'rʲ', 'rʷ', 's', 't', 'ts', 'tsʲ', 'tɕ', 'tɕʷ', 't̠ʃ', 't̠ʃʷ', 'v', 'vʲ', 'w', 'wʲ', 'z', 'ð', 'ðʲ', 'ŋ', 'ŋm', 'ŋʷ', 'ŋʷʲ', 'ɟ', 'ɟʲ', 'ɟʷ', 'ɡ', 'ɡb', 'ɡʷ', 'ɬ', 'ɱ', 'ɲ', 'ɲʷ', 'ɲː', 'ɾ', 'ɾʲ', 'ɾʷ', 'ʃ', 'ʃʷ', 'ʍ', 'ʍʲ', 'ʒ', 'ʒʷ', 'ʙ', 'ˀb', 'ˀc', 'ˀj', 'ˀk', 'ˀkp', 'ˀs', 'ˀɡb', 'ˀɡʷ', 'ˀʃʷ', 'ˀʍ', 'ˀʍʲ', '˦', '˧', '˨', '˩', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Izere,"['b', 'c', 'd', 'f', 'h', 'j', 'k', 'kp', 'l', 'n', 'p', 'r', 's', 't', 'ts', 'v', 'w', 'z', 'ŋ', 'ŋm', 'ɟ', 'ɡ', 'ɡb', 'ɲ', 'ɸ', 'ʃ', 'ʒ', '˦', '˦˨', '˧', '˨', '˨˦', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
Jere,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ɡ', 'ɡb', 'ɲ', 'ʃ', 'ʒ', '˥', '˦', '˧', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɔ', 'ɔː', 'ə', 'əː', 'ɛ', 'ɛː']"
Leggbo,"['b', 'bː', 'd', 'dzː', 'dː', 'd̠ʒː', 'fː', 'j', 'jː', 'k', 'kp', 'kpː', 'kː', 'l', 'lː', 'm', 'mː', 'n', 'nː', 'p', 'pː', 'sː', 't', 'tː', 't̠ʃ', 't̠ʃː', 'v', 'vː', 'w', 'wː', 'z', 'ŋ', 'ŋː', 'ɡ', 'ɡb', 'ɡbː', 'ɡː', 'ɲː', '˦', '˧', '˨', 'a', 'aː', 'e', 'eː', 'i', 'o', 'oː', 'u', 'ɔ', 'ɔː', 'ɛ', 'ɛː']"
Logba,"['b', 'd', 'dz', 'f', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 'ts', 'v', 'w', 'x', 'z', 'ŋ', 'ɖ', 'ɡ', 'ɡb', 'ɦ', 'ɲ', '˦', '˨', '˨˦', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
Awngi,"['b', 'd', 'dz', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kʷ', 'l', 'm', 'n', 'p', 'q', 'qʷ', 'r', 's', 'st', 't', 'ts', 't̠ʃ', 'w', 'ŋ', 'ŋʷ', 'ɡ', 'ɡʷ', 'ʁ', 'ʁʷ', 'ʃ', 'ʃt', '˦', '˦˨', '˨', 'a', 'e', 'i', 'o', 'u', 'ɨ']"
Glavda,"['b', 'c', 'd', 'dz', 'd̠ʒ', 'f', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 'ts', 't̠ʃ', 'v', 'w', 'x', 'z', 'ç', 'ŋ', 'ɓ', 'ɗ', 'ɟ', 'ɡ', 'ɣ', 'ɬ', 'ɮ', 'ɲ', 'ʃ', 'ʒ', 'ʝ', '˦', '˨', 'a', 'aː', 'e', 'iː', 'u', 'uː', 'ə']"
Ahaan,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'jʷ', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ɡ', 'ɡb', 'ɲ', 'ʃ', 'ʒ', '˦', '˧', '˨', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Uwu,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'jʷ', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ɡ', 'ɡb', 'ɲ', 'ʃ', 'ʒ', '˦', '˧', '˨', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Ronga,"['b', 'bv', 'bzʷ', 'd', 'dlʷ', 'dz', 'd̠ʒ', 'f', 'j', 'k', 'kʰ', 'kʷ', 'kʷʰ', 'l', 'lʷ', 'm', 'm̤', 'n', 'nʷ', 'n̤', 'n̤ʷ', 'p', 'pf', 'pfʰ', 'psʷ', 'psʷʰ', 'pʰ', 'r', 's', 'sʷ', 't', 'ts', 'tsʰ', 'tʰ', 'tʷ', 't̠ʃ', 't̠ʃʰ', 'v', 'v̤', 'w', 'w̤', 'z', 'ŋʷ', 'ɓ', 'ɖʐ', 'ɖʐʷ', 'ɗ', 'ɡ', 'ɡǂ', 'ɡʷ', 'ɡ̤ʷ', 'ɦ', 'ɬ', 'ɬʷ', 'ɲ', 'ɲʷ', 'ʃ', 'ʃʷ', 'ʈʂ', 'ʈʂʰ', 'ʈʂʷ', 'ʐ', 'ʐʷ', 'ʒ', 'a', 'e', 'i', 'o', 'u']"
"Comorian, Ndzwani","['b', 'd', 'dz', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'mb', 'n', 'ndr', 'ndz', 'n̠d̠ʒ', 'p', 'r', 's', 't', 'ts', 't̠ʃ', 'v', 'w', 'z', 'ŋɡ', 'ɖ', 'ɡ', 'ɲ', 'ʃ', 'ʈ', 'ʒ', 'ʕ', '˦', '˨', 'a', 'e', 'i', 'o', 'u']"
Birifor,"['b', 'bˀ', 'd', 'd̠ʒ', 'f', 'h', 'j', 'jˀ', 'k', 'kp', 'l', 'lˀ', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'v', 'w', 'wˀ', 'ŋm', 'ɡ', 'ɡb', 'ɲ', 'a', 'aː', 'ã', 'e', 'eː', 'ẽ', 'i', 'iː', 'ĩ', 'o', 'oː', 'õ', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃', 'ɛ', 'ɛː', 'ɛ̃', 'ɪ', 'ɪː', 'ɪ̃', 'ʊ', 'ʊː', 'ʊ̃']"
Kwatay,"['b', 'f', 'h', 'j', 'k', 'l̪', 'm', 'n', 'p', 'r', 's', 't̪', 'v', 'w', 'z', 'ŋ', 'ɟ', 'ɲ', 'ʃ', 'ʒ', '˥', '˦', '˧', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː']"
Attie,"['b', 'c', 'd', 'dz', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'p', 'r', 's', 't', 'ts', 't̠ʃ', 'v', 'w', 'ɟ', 'ɡ', 'ɡb', 'ʃ', '˥', '˥˧', '˥˨', '˦', '˧', '˧˨', '˨', '˨˧', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ø', 'œ', 'œ̃', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Angolar,"['d', 'd̠ʒ', 'f', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ɓ', 'ɡ', 'ɲ', 'ʃ', 'ʒ', '˦', '˨', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɔ', 'ɛ']"
"Oromo, Eastern","['b', 'bː', 'd', 'dː', 'd̠ʒ', 'd̠ʒː', 'd̪', 'd̪ː', 'f', 'fː', 'h', 'j', 'jː', 'kʼ', 'kʼː', 'kː', 'l', 'lː', 'm', 'mː', 'n', 'nː', 'pʼ', 'pʼː', 'r', 'rː', 's', 'sː', 'tʼ', 'tʼː', 't̠ʃ', 't̠ʃʼ', 't̠ʃʼː', 't̠ʃː', 't̪', 't̪ː', 'w', 'x', 'xː', 'z', 'zː', 'ɡ', 'ɡː', 'ɲ', 'ɲː', 'ʃ', 'ʃː', 'ʔ', '˦', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː']"
Kriyol,"['b', 'c', 'd', 'f', 'j', 'k', 'l', 'lʲ', 'm', 'n', 'p', 's', 't', 'v', 'w', 'z', 'ŋ', 'ɟ', 'ɡ', 'ɲ', 'ɾ', 'ʃ', 'ʒ', 'a', 'e', 'i', 'o', 'u']"
Akoose,"['b', 'c', 'd', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't', 'w', 'z', 'ɟ', 'ɡ', 'ɲ', 'ʔ', '˦', '˨', 'aː', 'e', 'i', 'iː', 'o', 'uː', 'ø', 'ɑ', 'ɔ', 'ɔː', 'ə', 'ɛ']"
Bakaka (Mwaneka),"['b', 'd', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't', 'w', 'z', 'ŋ', 'ɟ', 'ɡ', 'ɲ', 'ʃ', 'ʔ', '˦', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'ɔ', 'ɔː', 'ɛ', 'ɛː']"
Bakaka (Babong),"['b', 'd', 'f', 'h', 'j', 'm', 'n', 'p', 's', 't', 'w', 'z', 'ŋ', 'ɟ', 'ɡ', '˦', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɔ', 'ɔː', 'ɛ', 'ɛː']"
Bakaka (Mkaa'),"['b', 'd', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't', 'w', 'ŋ', 'ɟ', 'ɡ', 'ɲ', '˦', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɔ', 'ɔː', 'ɛ', 'ɛː']"
Mbo (Ekanang),"['b', 'd', 'h', 'k', 'l', 'm', 'n', 'p', 's', 't', 'w', 'z', 'ŋ', 'ɟ', 'ɡ', 'ɲ', 'ʃ', 'ʒ', 'ʔ', '˦', '˨', 'a', 'e', 'eː', 'i', 'iː', 'u', 'uː', 'ø', 'ɑ', 'ɔ', 'ə', 'əː', 'ɛ', 'ʊ']"
Bassossi,"['b', 'd', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 'w', 'z', 'ŋ', 'ɟ', 'ɡ', 'ɡb', 'ɲ', 'ʔ', '˦', '˨', 'a', 'i', 'iː', 'o', 'u', 'uː', 'ɑ', 'ɔ', 'ɔː', 'ə', 'əː', 'ɛ']"
Mbo (Ngwatta),"['b', 'd', 'f', 'j', 'jˀ', 'k', 'l', 'm', 'n', 'p', 's', 't', 'w', 'z', 'ŋ', 'ɟ', 'ɡ', 'ɲ', 'ʃ', 'ʒ', 'ʔ', '˦', '˨', 'a', 'e', 'i', 'iː', 'o', 'u', 'uː', 'ø', 'ɔ', 'ə', 'əː', 'ɛ', 'ɛː']"
